annotation_id,_iter,confirmed_task,Reasoning,Variables,Template,A1,A2
35646414-520b-4de0-90e0-5dfeafd850a3,984,"Book a lowest priced ticket from Bristal airport to London Paddington on April 8 after 2 pm, seating must be forward facing window side with power socket.","Bristal airport and London Paddington are places. April 8 is a date. 2 pm is a time. ""lowest priced"", ""forward facing"", ""window side"", and ""power socket"" are specific preferences or attributes. So, I need to remove them.","var1: Bristal airport, var2: London Paddington, var3: April 8, var4: 2 pm, var5: lowest priced, var6: forward facing, var7: window side, var8: power socket","Book a [var5] ticket from [var1] to [var2] on [var3] after [var4], seating must be [var6] [var7] with [var8].",Book a ticket with specific seating preferences,Book a ticket from Bristal airport to London Paddington after 2 pm with specific seating preferences
44dcda68-082c-455a-a409-7091470cc006,985,"Find tickets from Edinburgh Waverly to Glagsgow Central on May 18, leaving nearest 3PM for 1 adult with a Veterans Railcard","Edinburgh Waverly and Glasgow Central are places. May 18 is a date. 3PM is a time. 1 is a number. Veterans Railcard is a specific type of railcard. So, I need to remove them.","var1: Edinburgh Waverly, var2: Glasgow Central, var3: May 18, var4: 3PM, var5: 1, var6: Veterans Railcard","Find tickets from [var1] to [var2] on [var3], leaving nearest [var4] for [var5] adult with a [var6]",Find tickets for an adult,Find tickets from Edinburgh Waverly to Glasgow Central for an adult with a railcard
c9215395-70cd-4da5-af99-9ba36cde858a,986,Find the trailer for a new winter  show from HBO.,"The term ""winter"" might refer to a specific release period or season. ""HBO"" is the name of a network. So, I need to remove them.","var1: winter, var2: HBO",Find the trailer for a new [var1] show from [var2].,Find the trailer for a new show,Find the trailer for a new show from HBO
d0ce3db1-720b-4333-a487-2bdc8fd74a80,987,Show episodes of Alien Worlds and check where to watch Episode 4 of Season 1.,"Alien Worlds is a series name. Episode 4 and Season 1 are specific identifiers of the series content. So, I need to remove them.","var1: Alien Worlds, var2: Episode 4, var3: Season 1",Show episodes of [var1] and check where to watch [var2] of [var3].,Show episodes and check where to watch them,Show episodes of Alien Worlds and check where to watch a specific episode of a specific season
f8089c50-e80c-4532-82a1-96009f485c57,988,"Find a Women's t-shirt for $40-$60 and add it to Wishlist, stop at the Login screen.","Women's t-shirt is a product type. $40-$60 is a price range. Wishlist and Login screen are specific features or steps in a process. So, I need to remove them.","var1: Women's t-shirt, var2: $40-$60, var3: Wishlist, var4: Login screen","Find a [var1] for [var2] and add it to [var3], stop at the [var4].","Find a t-shirt and add it to a list, stop at the login step","Find a t-shirt for $40-$60 and add it to Wishlist, stop at the Login screen"
0b16b42c-dea7-4079-a2a8-79eb23447193,989,"Find popular deals to USA national parks in the southeast region of Biscayne national park, and add to the cart the fully refundable economy flight from New York to Miami with a departure date of May 13 and a return date of May 18.","USA national parks is a category. Southeast region and Biscayne national park are places. New York and Miami are places. May 13 and May 18 are dates. Economy is a flight class. Fully refundable is a ticket type. So, I need to remove them.","var1: USA national parks, var2: southeast region, var3: Biscayne national park, var4: New York, var5: Miami, var6: May 13, var7: May 18, var8: economy, var9: fully refundable","Find popular deals to [var1] in the [var2] region of [var3], and add to the cart the [var9] [var8] flight from [var4] to [var5] with a departure date of [var6] and a return date of [var7].",Find popular deals to national parks and add to the cart the refundable flight with a departure and return date.,"Find popular deals to national parks in the southeast region, and add to the cart the fully refundable economy flight from New York to Miami with a departure date and a return date."
8a6f2641-9896-4657-b447-56927420e8c4,990,"Find the cheapest educational trade-in Nintendo switch game rated for everyone, and print the details.","Nintendo switch game is a product name. Cheapest and educational are adjectives that describe the product. Rated for everyone is a rating category. So, I need to remove them.","var1: cheapest, var2: educational, var3: Nintendo switch game, var4: rated for everyone","Find the [var1] [var2] trade-in [var3] [var4], and print the details.",Find a trade-in game and print the details.,Find the cheapest trade-in game rated for everyone and print the details.
e3486ac5-6d1e-476f-b389-2e6df37f94bd,991,"Search a cheapest homestay with balcony in Bali, Indoneshia from April 1 to 4 for 2 adults and 4 children aged 3, 5, 8, and 12 years, respectively, double beds prefered, including breakfast.","Bali, Indonesia is a place. April 1 to 4 is a date range. 2 adults and 4 children are numbers specifying the group size and ages 3, 5, 8, and 12 are specific ages. Double beds preferred and including breakfast are specific preferences. So, I need to remove them.","var1: Bali, Indonesia, var2: April 1 to 4, var3: 2 adults, var4: 4 children, var5: 3, var6: 5, var7: 8, var8: 12, var9: double beds, var10: including breakfast","Search a cheapest homestay with balcony in [var1] from [var2] for [var3] and [var4] children aged [var5], [var6], [var7], and [var8] years, respectively, [var9] preferred, [var10].","Search a cheapest homestay with balcony for a group of adults and children, with beds preferred, including meals.","Search a cheapest homestay with balcony in Bali from April 1 to 4 for a group of adults and children, with double beds preferred, including breakfast."
fbe9f625-7b47-4e13-a2f5-6823195d7438,992,"find a cheapest direct flight From mumbai to new delhi, India, on june 1 and return travel on june 8.","Mumbai and New Delhi are places. India is a country. June 1 and June 8 are dates. ""Cheapest"" and ""direct"" are specific attributes that could be considered variables, but they are essential to the meaning of the task and are common qualifiers for flights, so they will be kept in the second simplification.","var1: Mumbai, var2: New Delhi, var3: India, var4: June 1, var5: June 8","Find a cheapest direct flight from [var1] to [var2], [var3], on [var4] and return travel on [var5].",Find a cheapest direct flight and return travel,Find a cheapest direct flight from Mumbai to New Delhi on June 1 and return travel on June 8
0692908b-4bf4-48ac-b41a-37c59ea5ba1d,993,find the score of the latest nfl game played by the las vegas raiders.,"The term ""latest"" is not a variable as it indicates a time frame rather than a specific date or time. ""NFL"" is a specific sports league and not a variable in this context. ""Las Vegas Raiders"" is a specific team name and thus a variable.",var1: Las Vegas Raiders,Find the score of the latest NFL game played by the [var1].,Find the score of the latest NFL game played,Find the score of the latest NFL game played by the Las Vegas Raiders
90a0f029-c1af-4dd7-8ccd-c4c2a74e8731,994,Find a basic economy flight + hotel for an award travel from las vegas to san francisco leaving and returning on any date on april for 1 traveler and one room,"Basic economy is a class of service. Award travel is a type of travel. Las Vegas and San Francisco are places. April is a time reference. One traveler and one room are quantities. So, I need to remove them.","var1: basic economy, var2: award travel, var3: Las Vegas, var4: San Francisco, var5: April, var6: one traveler, var7: one room",Find a [var1] flight + hotel for [var2] from [var3] to [var4] leaving and returning on any date in [var5] for [var6] and [var7].,Find a flight + hotel package leaving and returning on any date for a traveler and a room.,Find a flight + hotel package from Las Vegas to San Francisco leaving and returning on any date in April for a traveler and a room.
b2dd00ff-3f09-46bf-a043-7b996f3815da,995,Search for holiday campground in Alaska.,"Alaska is a place. So, I need to remove it.",var1: Alaska,Search for holiday campground in [var1],Search for holiday campground,Search for holiday campground in Alaska
b4872f0e-9d9e-4259-8b1e-844509b85712,996,Find all campgrounds located in California.,"California is a place. So, I need to remove it.",var1: California,Find all campgrounds located in [var1].,Find all campgrounds,Find all campgrounds located in California
b7e501a4-5dee-406e-b6ba-00eed783df0c,997,Find a KOA campground in California that has RV sites.,"California is a place. KOA is a specific brand name. RV sites is a specific feature. So, I need to remove them.","var1: KOA, var2: California, var3: RV sites",Find a [var1] campground in [var2] that has [var3].,Find a campground that has sites.,Find a campground in California that has sites.
c7b0d1bc-2a0c-4060-92dd-cd4b8721b625,998,"Search for KOA near Lansing, Michigan for June 7, 2023 to June 12, 2023.","KOA is a specific campground brand. Lansing, Michigan is a place. June 7, 2023, and June 12, 2023, are specific dates. So, I need to remove them.","var1: KOA, var2: Lansing, Michigan, var3: June 7, 2023, var4: June 12, 2023",Search for [var1] near [var2] for [var3] to [var4].,Search for campgrounds near a location for a start date to an end date,"Search for campgrounds near Lansing, Michigan for a start date to an end date"
d3ca5294-89aa-4028-8776-be08edc63783,999,Find a campground in Phoenix with wi-fi to check in today.,"Phoenix is a place. Wi-fi is a specific amenity. Today is a date. So, I need to remove them.","var1: Phoenix, var2: wi-fi, var3: today",Find a campground in [var1] with [var2] to check in [var3].,Find a campground to check in,Find a campground in Phoenix with wi-fi to check in
06309af8-9ca0-41c4-8acc-1e4e5db2f344,1000,Show the most popular Women's Athletic Shoes.,"The phrase ""Women's Athletic Shoes"" is a product category, so I need to remove it.",var1: Women's Athletic Shoes,Show the most popular [var1],Show the most popular shoes,Show the most popular Women's Athletic Shoes
f5d4d405-9714-47a5-a66a-49a899b16b97,1001,check all available tickets within $100 to $200 for the New York Knicks first game on April2 nd.,"The price range $100 to $200 is a variable. New York Knicks is a team name. April 2nd is a date. So, I need to remove them.","var1: $100 to $200, var2: New York Knicks, var3: April 2nd",Check all available tickets within [var1] for the [var2] first game on [var3].,Check all available tickets for the first game,Check all available tickets within $100 to $200 for the first game on April 2nd
